id,clean_data_result,prob_clean_data_invalid,start_time,end_time,duration,country,province,city,ua,stage,school,major,software_none,software_spss,software_stata,software_r,software_python,software_javascript,software_cpp,software_gis,learn_ggplot_none,learn_ggplot_basic,learn_ggplot_color,learn_ggplot_advanced,learn_ggplot_other,learn_r_all,learn_r_categorical,learn_r_datetime,learn_r_text,learn_r_messy,learn_r_highdim,learn_r_spatial,learn_r_network,learn_r_stargazer,learn_r_mapmodel,learn_r_officer,learn_r_other,unavailable_none,unavailable_mon,unavailable_tue,unavailable_wed,unavailable_thu
22,未清洗,NA,2024/5/22 17:35,2024/5/22 17:36,28,中国,广东省,广州市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/4G Language/zh_CN",B.硕士生,F.其他____________,D.其他____________,NA,NA,NA,D.R,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
21,未清洗,NA,2024/5/22 17:35,2024/5/22 17:36,56,德国,Sachsen,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090a13) XWEB/9129 Flue",C.博士生,A.香港科技大学（广州）,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
20,未清洗,NA,2024/5/22 17:33,2024/5/22 17:35,121,韩国,Seoul-teukbyeolsi,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",C.博士生,A.香港科技大学（广州）,A.城市治理与设计,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,D.R,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,H.GIS 类软件,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,E.更高级的技巧，请说明____________,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
19,未清洗,NA,2024/5/22 17:33,2024/5/22 17:35,84,中国,广东省,广州市,"Mozilla/5.0 (Linux; Android 14; 23013RK75C Build/UKQ1.230804.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 XWEB/1220053 MMWEBSDK/20240404 MMWEBID/3820 MicroMessenger/8.0.49.2600(0x2800313D) WeChat/a",B.硕士生,A.香港科技大学（广州）,A.城市治理与设计,NA,NA,NA,D.R,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,NA,NA,NA,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,B.处理类别数据（如性别、户口）,NA,D.处理文本数据（如家乡、招聘广告）,E.处理驳杂数据（如人口迁移数据、爬虫数据）,F.处理高维度数据（如运动记录、全国气温）,NA,H.处理网络数据（如班级关系网）,I.导出回归模型结果,J.批量跑回归模型,K.自动、批量编辑 Word， Excel， PPT 文档,NA,NA,NA,NA,NA,E.周四
18,未清洗,NA,2024/5/22 17:33,2024/5/22 17:35,81,中国,广东省,广州市,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15",C.博士生,A.香港科技大学（广州）,D.其他____________,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,D.R,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,H.GIS 类软件,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
17,未清洗,NA,2024/5/22 17:33,2024/5/22 17:34,66,中国,上海市,上海市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.45(0x18002d2c) NetType/WIFI Language/zh_CN",C.博士生,F.其他____________,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,NA,NA,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,NA,NA,D.处理文本数据（如家乡、招聘广告）,E.处理驳杂数据（如人口迁移数据、爬虫数据）,F.处理高维度数据（如运动记录、全国气温）,G.处理空间数据（如带定位的照片、行车轨迹）,H.处理网络数据（如班级关系网）,NA,J.批量跑回归模型,NA,NA,A.通常都有空,NA,NA,NA,NA
16,未清洗,NA,2024/5/22 17:30,2024/5/22 17:34,245,中国,江苏省,南京市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.42(0x18002a32) NetType/4G Language/en",C.博士生,B.南京大学,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,B.处理类别数据（如性别、户口）,C.处理日期、时间数据,NA,NA,NA,NA,H.处理网络数据（如班级关系网）,I.导出回归模型结果,J.批量跑回归模型,NA,NA,A.通常都有空,NA,NA,NA,NA
15,未清洗,NA,2024/5/22 17:33,2024/5/22 17:34,49,中国,上海市,上海市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/WIFI Language/zh_CN",B.硕士生,E.华东师范大学,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,NA,NA,D.处理文本数据（如家乡、招聘广告）,E.处理驳杂数据（如人口迁移数据、爬虫数据）,F.处理高维度数据（如运动记录、全国气温）,G.处理空间数据（如带定位的照片、行车轨迹）,H.处理网络数据（如班级关系网）,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
14,未清洗,NA,2024/5/22 17:32,2024/5/22 17:34,110,中国,广东省,广州市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090a13) XWEB/9129 Flue",C.博士生,A.香港科技大学（广州）,C.经济学,NA,NA,C.Stata 或 SAS,D.R,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,NA,NA,NA,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C.周二,NA,E.周四
13,未清洗,NA,2024/5/22 17:32,2024/5/22 17:33,48,中国,上海市,上海市,"Mozilla/5.0 (Linux; Android 12; ABR-AL80 Build/HUAWEIABR-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 XWEB/1220053 MMWEBSDK/20240404 MMWEBID/4881 MicroMessenger/8.0.49.2600(0x2800313F) WeChat/arm6",B.硕士生,D.上海大学,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
12,未清洗,NA,2024/5/22 17:32,2024/5/22 17:33,82,中国,浙江省,杭州市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/WIFI Language/en",B.硕士生,C.浙江大学,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,NA,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
11,未清洗,NA,2024/5/22 17:30,2024/5/22 17:32,124,中国,广东省,广州市,"Mozilla/5.0 (Linux; Android 12; ANA-AN00 Build/HUAWEIANA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 XWEB/1220053 MMWEBSDK/20240404 MMWEBID/4119 MicroMessenger/8.0.49.2600(0x280031BB) WeChat/arm6",B.硕士生,A.香港科技大学（广州）,C.经济学,NA,NA,C.Stata 或 SAS,D.R,NA,NA,NA,NA,NA,NA,NA,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,NA,NA,NA,E.处理驳杂数据（如人口迁移数据、爬虫数据）,NA,G.处理空间数据（如带定位的照片、行车轨迹）,H.处理网络数据（如班级关系网）,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
10,未清洗,NA,2024/5/22 17:30,2024/5/22 17:31,48,中国,广东省,广州市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/WIFI Language/zh_CN",C.博士生,A.香港科技大学（广州）,A.城市治理与设计,NA,NA,C.Stata 或 SAS,NA,E.Python， Matlab， Mathmetica 或 Julia,NA,G.C++,NA,NA,NA,NA,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,E.更高级的技巧，请说明____________,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B.周一,C.周二,D.周三,NA
9,未清洗,NA,2024/5/22 17:30,2024/5/22 17:31,54,中国,北京市,北京市,"Mozilla/5.0 (Linux; Android 14; V2352A Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36 XWEB/1160175 MMWEBSDK/20240404 MMWEBID/119 MicroMessenger/8.0.49.2600(0x2800313F) WeChat/arm64 Weixi",C.博士生,F.其他____________,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,NA,NA,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
8,未清洗,NA,2024/5/22 17:29,2024/5/22 17:31,70,中国,香港,香港特别行政区,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/6.8.0(0x16080000) MacWechat/3.8.7(0x13080710) XWEB/1191 Flue",C.博士生,A.香港科技大学（广州）,A.城市治理与设计,NA,NA,C.Stata 或 SAS,D.R,NA,NA,NA,H.GIS 类软件,NA,NA,C.如何指定颜色、散点大小、线条粗细等,NA,NA,NA,NA,NA,D.处理文本数据（如家乡、招聘广告）,E.处理驳杂数据（如人口迁移数据、爬虫数据）,F.处理高维度数据（如运动记录、全国气温）,G.处理空间数据（如带定位的照片、行车轨迹）,H.处理网络数据（如班级关系网）,NA,NA,K.自动、批量编辑 Word， Excel， PPT 文档,NA,A.通常都有空,NA,NA,NA,NA
7,未清洗,NA,2024/5/22 17:29,2024/5/22 17:30,71,中国,江苏省,南京市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/4G Language/zh_CN",C.博士生,B.南京大学,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
6,未清洗,NA,2024/5/22 17:29,2024/5/22 17:30,44,中国,江苏省,南京市,"Mozilla/5.0 (Linux; Android 13; 2211133C Build/TKQ1.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/116.0.0.0 Mobile Safari/537.36 XWEB/1160175 MMWEBSDK/20231202 MMWEBID/8069 MicroMessenger/8.0.47.2560(0x28002F51) WeChat/arm64 We",B.硕士生,B.南京大学,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
5,未清洗,NA,2024/5/22 17:29,2024/5/22 17:30,71,中国,上海市,上海市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.43(0x18002b2f) NetType/4G Language/en",B.硕士生,E.华东师范大学,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,B.处理类别数据（如性别、户口）,C.处理日期、时间数据,D.处理文本数据（如家乡、招聘广告）,E.处理驳杂数据（如人口迁移数据、爬虫数据）,NA,NA,H.处理网络数据（如班级关系网）,I.导出回归模型结果,J.批量跑回归模型,K.自动、批量编辑 Word， Excel， PPT 文档,NA,A.通常都有空,NA,NA,NA,NA
4,未清洗,NA,2024/5/22 17:29,2024/5/22 17:30,72,中国,广东省,广州市,"Mozilla/5.0 (Linux; Android 12; ELS-AN00 Build/HUAWEIELS-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 XWEB/1220053 MMWEBSDK/20240404 MMWEBID/1406 MicroMessenger/8.0.49.2600(0x2800313F) WeChat/arm6",C.博士生,A.香港科技大学（广州）,B.社会学、人口学,NA,NA,C.Stata 或 SAS,NA,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,E.更高级的技巧，请说明____________,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
3,未清洗,NA,2024/5/22 17:29,2024/5/22 17:30,38,中国,上海市,上海市,"Mozilla/5.0 (Linux; Android 10; PCT-AL10 Build/HUAWEIPCT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 XWEB/1220053 MMWEBSDK/20240404 MMWEBID/2827 MicroMessenger/8.0.49.2600(0x2800313F) WeChat/arm6",B.硕士生,E.华东师范大学,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,NA,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,NA,B.处理类别数据（如性别、户口）,C.处理日期、时间数据,D.处理文本数据（如家乡、招聘广告）,NA,F.处理高维度数据（如运动记录、全国气温）,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
2,未清洗,NA,2024/5/22 17:29,2024/5/22 17:29,40,中国,重庆市,重庆市,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.49(0x1800312d) NetType/4G Language/zh_CN",C.博士生,A.香港科技大学（广州）,A.城市治理与设计,NA,NA,C.Stata 或 SAS,D.R,E.Python， Matlab， Mathmetica 或 Julia,F.Javascript,NA,NA,NA,NA,NA,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,未清洗,NA,2024/5/22 17:29,2024/5/22 17:29,30,中国,上海市,上海市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090a13) XWEB/9129 Flue",B.硕士生,E.华东师范大学,B.社会学、人口学,NA,B.SPSS， Tableau， Power BI 等商业软件,C.Stata 或 SAS,NA,E.Python， Matlab， Mathmetica 或 Julia,NA,NA,NA,NA,B.如何画基本的直方图、散点图、折线图等,C.如何指定颜色、散点大小、线条粗细等,D.如何精细地调整图例顺序、坐标轴刻度、标签方向等,NA,A.以下全部内容,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.通常都有空,NA,NA,NA,NA
